prediction,tweet
1,They gave General Flynn a great deal because they were embarrassed by the way he was treated - the FBI said he didnt lie and they overrode the FBI. They want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements. Sad!......
1,....guilty even on a civil basis. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence which he did-including the fact that his family was temporarily let off the hook. As a lawyer Michael has great liability to me!
1,....guilty even on a civil bases. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence which he did-including the fact that his family was temporarily let off the hook. As a lawyer Michael has great liability to me!
0,....stated that I did nothing wrong with respect to campaign finance laws if they even apply because this was not campaign finance. Cohen was guilty on many charges unrelated to me but he plead to two campaign charges which were not criminal and of which he probably was not...
0,I never directed Michael Cohen to break the law. He was a lawyer and he is supposed to know the law. It is called advice of counsel and a lawyer has great liability if a mistake is made. That is why they get paid. Despite that many campaign finance lawyers have strongly......
0,I often stated One way or the other Mexico is going to pay for the Wall. This has never changed. Our new deal with Mexico (and Canada) the USMCA is so much better than the old very costly &amp; anti-USA NAFTA deal that just by the money we save MEXICO IS PAYING FOR THE WALL!
0,.@FLOTUS Melania will be interviewed by @SeanHannity tonight on @FoxNews at 9:00pmE!
1,The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing but they cant give 5 Billion Dollars for National Security and a Wall?
0,Another very bad terror attack in France. We are going to strengthen our borders even more. Chuck and Nancy must give us the votes to get additional Border Security!
1,Thanks to Leader McConnell for agreeing to bring a Senate vote on Criminal Justice this week! These historic changes will make communities SAFER and SAVE tremendous taxpayers dollars. It brings much needed hope to many families during the Holiday Season.
0,I dont care what you think of the President...it cannot bleed over to the FBI...Comey is confirming there is bias in the FBI... -Chris Swecker
0,James Comey just totally exposed his partisan stance by urging his fellow Democrats to take back the White House in 2020. In other words he is and has been a Democrat. Comey had no right heading the FBI at any time but especially after his mind exploded!
1,Fake News has it purposely wrong. Many over ten are vying for and wanting the White House Chief of Staff position. Why wouldnt someone want one of the truly great and meaningful jobs in Washington. Please report news correctly. Thank you!
0,Very productive conversations going on with China! Watch for some important announcements!
1,Great job by Michael Anton on @foxandfriends. A true National Security expert!
1,....People do not yet realize how much of the Wall including really effective renovation has already been built. If the Democrats do not give us the votes to secure our Country the Military will build the remaining sections of the Wall. They know how important it is!
1,.....I look forward to my meeting with Chuck Schumer &amp; Nancy Pelosi. In 2006 Democrats voted for a Wall and they were right to do so. Today they no longer want Border Security. They will fight it at all cost and Nancy must get votes for Speaker. But the Wall will get built...
1,....however for strictly political reasons and because they have been pulled so far left do NOT want Border Security. They want Open Borders for anyone to come in. This brings large scale crime and disease. Our Southern Border is now Secure and will remain that way.......
1,.....Ice Border Patrol and our Military have done a FANTASTIC job of securing our Southern Border. A Great Wall would be however a far easier &amp; less expensive solution. We have already built large new sections &amp; fully renovated others making them like new. The Democrats.....
